Country,Network,Price,MCC/MNC
Norway,"Telenor Norge AS. (TELENOR)",0.04000,"242/01, 242/12"
Norway,"TeliaSonera Norge AS  (NetCom)",0.04000,242/02
Norway,"Ventelo (Ventelo)",0.05300,242/07
Oman,"Oman Telecommunications Company (OMAN MOBILE)",0.05000,422/02
Oman,"Omani Qatari Telecommunications Company SAOC (nawras)",0.02100,422/03
Pakistan,"CMPak Limited (ZONG)",0.03000,410/04
Pakistan,"Mobilink-PMCL (Mobilink)",0.03000,410/01
Pakistan,"Pakistan - Other",0.0300,
Pakistan,"Pakistan Telecommunciation Mobile Ltd (Ufone)",0.03000,410/03
Pakistan,"Telenor Pakistan (Pvt) Ltd. (Telenor Pakistan (Pvt) Ltd.)",0.03000,410/06
Pakistan,"Warid Telecom (PVT) Ltd (Warid Telecom)",0.03000,410/07
Palestine,"Wataniya Palestine Mobile Telecommunications Company (Wataniya)",0.02000,425/06
Panama,"Cable & Wireless Panama (Cable & Wireless Panama)",0.03400,714/01
Panama,"Claro Panama S.A. (Claro Panama)",0.03400,714/03
Panama,"Digicel (Panama) S.A. (Digicel Panama)",0.03400,714/04
Panama,"TELEFONICA MOVILES PANAMA S.A. (Movistar)",0.03400,"714/020, 714/02"
"Papua New Guinea","BMobile Limited (Vodafone)",0.03000,537/01
"Papua New Guinea","Digicel PNG Ltd. (Digicel PNG)",0.02400,537/03
Paraguay,"AMX Paraguay S.A. (CLARO PARAGUAY)",0.01300,744/02
Paraguay,"Hola Paraguay S.A. (VOX)",0.02000,744/01
Paraguay,"Nucleo S.A (Personal)",0.04000,744/05
Paraguay,"Telefonica Celular Del Paraguay S.A. (Telecel S.A.) (Telecel Paraguay)",0.01300,744/04
Peru,"America Movil Peru S.A.C (CLARO PER)",0.01500,716/10
Peru,"Nextel del Peru S.A. (Nextel Peru)",0.01500,"716/07, 716/17"
Peru,"Peru - Other",0.0150,
Peru,"Telefonica Moviles S.A. (Movistar Peru)",0.01500,716/06
Peru,"Viettel Mobile Peru (Bitel)",0.01500,716/15
Philippines,"Digital Mobile Philippines, Inc  (Digitel Mobile/Sun Cellular)",0.01300,515/05
Philippines,"Globe Telecom (Globe Telecom)",0.05000,"515/02, 515/01"
Philippines,"Smart Communications Inc (SMART Gold)",0.05900,"515/03, 515/11, 515/18"
Poland,"Aero2 Sp. z o.o, (CenterNet)",0.0160,"260/15, 260/17"
Poland,"Cyfrowy POLSAT (Cyfrowy Polsat PL)",0.01600,260/12
Poland,"INACTIVE - Mobyland (Mobyland)",0.0160,260/16
Poland,"Netia Mobile Sp. z o.o. (P4)",0.01600,"260/06, 260/45"
Poland,"PTK Centertel (Orange)",0.01600,260/03
Poland,"Poland - Other",0.0160,
Poland,"Polkomtel Sp. z o.o  (Plus)",0.01600,"260/01, 260/09"
Poland,"Polska Telefonia Cyfrowa (T-Mobile.pl)",0.01600,"260/02, 260/36"
Poland,"Truphone Limited (Truphone)",0.01600,260/99
Portugal,"OPTIMUS - COMUNICACOES, S.A. (OPTIMUS)",0.02300,"268/03, 268/07"
Portugal,"TMN (TMN)",0.02300,268/06
Portugal,"Vodafone Portugal (vodafone)",0.02300,"268/01, 268/04"
"Puerto Rico","Puerto Rico Telephone Company Inc. (Claro GSM)",0.02500,330/110
"Puerto Rico","T-Mobile (Suncom)",0.01000,330/490
Qatar,"Q-Tel (Qatarnet)",0.04500,427/01
Qatar,"Vodafone Qatar Q.S.C. (Vodafone Qatar)",0.02800,427/02
Reunion,"Orange Reunion (Orange reunion)",0.07000,647/00
Reunion,"Outremer Telecom (Outremer Telecom)",0.07000,647/02
Reunion,"Societe Reunionnaise de Radiotelephone (SFR REUNION)",0.12000,647/10
Romania,"Orange Romania SA (ORANGE)",0.05600,226/10
Romania,"RCS & RDS  (Digi.Mobil)",0.06000,226/05
Romania,"Telekom Romania Mobile Communications S.A. (COSMOTE)",0.05600,226/03
Romania,"Vodafone Romania S.A. (Vodafone RO)",0.05600,226/01
Russia,"Baykalwestcom (Baykalwestcom)",0.06500,"250/12, 250/98, 250/120"
Russia,"CJSC Volgograd Mobile (INDIGO)",0.06500,250/19
Russia,"Center Telecom (Center Telecom)",0.06500,
Russia,"Dagtelekom (Dagtelekom)",0.06500,
Russia,"EniseyTeleCom (EniseyTeleCom)",0.06500,250/05
Russia,"JSC Uralsvyazinform (JSC Uralsvyazinform)",0.06500,"250/39, 250/17, 250/38"
Russia,"Kamchatka branch of Dalsvyaz (Kamchatka)",0.06500,
Russia,"LLC Ekaterinburg-2000 (MOTIV)",0.06500,250/35
Russia,"Magadan branch of Dalsvyaz (Magadan)",0.06500,
Russia,"MegaFon Open Joint Stock Company (MegaFon)",0.06500,"250/02, 250/24"
Russia,"Mobile TeleSystems (MTS)",0.06500,"250/01, 250/04, 250/10, 250/32, 250/50"
Russia,"New Telephone Company (NTC)",0.06500,250/16
Russia,"Nizhegorodskaya Cellular Communications (Rostelecom OJSC)",0.06500,250/03
Russia,"OJSC VimpelCom (Beeline)",0.06500,"250/99, 250/28, 250/801"
Russia,"Rostov Cellular Communications (TELE2)",0.06500,"250/20, 250/30, 250/811"
Russia,"Russia - Other",0.0650,
Russia,"Ural GSM (Ural GSM)",0.0650,250/32
Russia,"ZAO SMARTS (SMARTS-Ufa)",0.06500,"250/15, 250/07, 250/27, 250/54"
Rwanda,"Airtel Rwanda Limited (Airtel)",0.01600,635/14
Rwanda,"MTN Rwandacell SARL (MTN-Rwanda)",0.02000,635/10
Rwanda,"Tigo Rwanda Ltd (Tigo Rwanda)",0.05000,635/13
"Saint Kitts and Nevis","Cable & Wireless St Kitts & Nevis Limited (LIME)",0.01600,"356/110, 356/11"
"Saint Kitts and Nevis","Wireless Ventures (St Kitts-Nevis) Limited (Digicel St Kitts & Nevis)",0.02100,
"Saint Lucia","Cable & Wireless Caribbean Cellular (St Lucia) Limited (LIME)",0.01500,358/110
"Saint Lucia","Digicel (St Lucia) Limited (Digicel (St Lucia))",0.03700,358/50
"Saint Vincent and Grenadines","Cable & Wireless (St. Vincent & the Grenadines) Ltd  (LIME)",0.01300,360/110
"Saint Vincent and Grenadines","Digicel (St. Vincent and the Grenadines) Limited (Digicel (St. Vincent and Grenadines))",0.03700,"360/70, 360/10"
Samoa,"Bluesky Samoa Limited (Bluesky)",0.01200,549/27
Samoa,"Telecom Samoa Cellular (Telecom Samoa)",0.02600,549/01
"Sao Tome and Principe","Companhia Santomense de Telecomunicacoes SARL (CSTmovel)",0.09000,626/01
"Saudi Arabia","Etihad Etisalat Company (Mobily)",0.02300,"420/03, 420/07, 420/06"
"Saudi Arabia","MTC Saudi Arabia (Zain SA)",0.02300,420/04
"Saudi Arabia","Saudi Arabia - Other",0.0360,
"Saudi Arabia","Saudi Telecom Company (STC) (STC)",0.02300,420/01
"Saudi Arabia","Virgin Mobile Saudi Arabia (Virgin Mobile)",0.0360,420/05
Senegal,"Sonatel Alize (Orange)",0.07200,608/01
Senegal,"Sudan Telecom Company Ltd (Expresso Senegal)",0.08000,608/03
Senegal,"Tigo (SENTEL)",0.01600,608/02
Serbia,"Serbia - Other",0.0150,
Serbia,"Telekom Srbija (Telekom Srbija)",0.05300,220/03
Serbia,"Telenor D.o.o. (Telenor)",0.01800,"220/01, 220/02"
Serbia,"Vip Mobile d.o.o. (Vip)",0.04200,220/05
Seychelles,"Airtel (Seychelles) Limited  (AIRTEL)",0.01300,633/10
Seychelles,"Cable & Wireless (Seychelles) (CABLE & WIRELESS)",0.01300,633/01
"Sierra Leone","Airtel (SL) Limited (Airtel Sierra Leone)",0.01700,619/01
"Sierra Leone","Comium (S. L.) Limited  (COMIUM)",0.03000,619/04
"Sierra Leone","LINTEL (Sierra Leone) Limited (Africell)",0.01300,"619/25, 619/03, 619/05, 619/02"
"Sierra Leone","Sierratel (Sierratel)",0.00800,
Singapore,"M1 Limited (MOBILEONE)",0.02800,525/03
Singapore,"SingTel Mobile Singapore Pte. Ltd (SingTel)",0.02800,"525/01, 525/12, 525/02"
Singapore,"StarHub Mobile Pte Ltd (StarHub)",0.02800,525/05
Slovakia,"Orange Slovensko a.s. (Orange SK)",0.04800,"231/01, 231/15"
Slovakia,"SWAN, a.s. (Unient Communications)",0.0480,231/03
Slovakia,"Slovak Telekom, a. s.  (Telekom)",0.04800,"231/02, 231/04"
Slovakia,"Slovakia - Other",0.0480,
Slovakia,"Telefonica Slovakia, s.r.o. (O2 - SK)",0.04800,231/06
Slovenia,"SI.MOBIL d.d. (SI.mobil d.d)",0.03500,293/40
Slovenia,"Slovenia - Other",0.0300,
Slovenia,"T-2 d.o.o. (T-2)",0.04500,293/64
Slovenia,"Telekom Slovenije d.d. (MOBITEL)",0.01300,293/41
Slovenia,"Tusmobil d.o.o. (Tusmobil)",0.03000,293/70
"Solomon Islands","Solomon Telekom Co Ltd (BREEZE)",0.01500,"540/01, 540/10"
Somalia,"Golis Telecommunications Company Ltd (Golis)",0.05300,637/30
Somalia,"Hormuud Telecom Somalia Inc (HorTel)",0.05000,637/25
Somalia,"Somafone FZLLC (SOMAFONE)",0.02000,637/04
Somalia,"Sotelco (Sotelco)",0.02000,637/19
Somalia,"Telesom Company (TELSOM)",0.06462,637/01
"South Africa","Cell C (Pty) Ltd (Cell C)",0.01500,655/07
"South Africa","MTN - Mobile Telephone Networks (Pty) Ltd. (MTN-SA)",0.01500,655/10
"South Africa","South Africa - Other",0.0150,
"South Africa","Telkom SA Ltd (8.ta)",0.01500,655/02
"South Africa","Vodacom Group Pty Ltd. (VodaCom)",0.01500,655/01
"South Korea","KT Corporation (KT)",0.03500,"450/02, 450/08"
"South Korea","LG Uplus Corp. (LG Uplus)",0.03500,450/06
"South Korea","SK Telecom (SK Telecom)",0.03500,450/05
"South Sudan","MTN South Sudan Ltd (MTN South Sudan)",0.01300,659/02
"South Sudan","Network of the World (Vivacell)",0.01300,659/04
"South Sudan","Sudanese Mobile Telephone (Zain)",0.03000,659/06
Spain,"BT Movil (BT)",0.04300,214/15
Spain,"Barablu ES (Barablu MÃ³vil EspaÃ±a)",0.04300,214/23
Spain,"Cableuropa S.A.U. (ONO)",0.04300,214/18
Spain,"Digi Mobil (Digimobil ES)",0.04300,214/22
Spain,"EUSKALTEL S.A. (Euskaltel)",0.04300,214/08
Spain,"France Telecom EspaÃ±a S.A.U (Orange)",0.04300,"214/03, 214/09, 214/11"
Spain,"Jazz Telecom (JazzTel)",0.04300,214/21
Spain,"Lebara ES (Lebara)",0.04300,214/06
Spain,"Lycamobile ES (Lycamobile)",0.04300,214/25
Spain,"Pepemobile S.L. (Pepephone)",0.04300,214/05
Spain,"R Spain (R Movil)",0.04300,214/17
Spain,"Simyo (Simiyo Spain)",0.04300,214/19
Spain,"Spain - Other",0.0430,
Spain,"TeleCable Spain (TeleCable)",0.04300,214/16
Spain,"Telefonica Moviles EspaÃ±a S.A. (Movistar)",0.04300,214/07
Spain,"Truphone Limited (Truphone)",0.03500,214/27
Spain,"Vodafone Espana S.A.U. (Vodafone)",0.04300,214/01
Spain,"Xfera Moviles SA (Yoigo)",0.04300,214/04
"Sri Lanka","Bharti Airtel Lanka (Private) Limited (Airtel)",0.02300,"413/05 "
"Sri Lanka","Dialog Axiata PLC  (DIALOG)",0.10000,413/02
"Sri Lanka","ETISALAT Lanka (Private) Limited  (ETISALAT)",0.04800,413/03
"Sri Lanka","Hutchison Telecommunications Lanka (Pte) Limited (Hutchison Telecommunications Lanka (Pvt))",0.01300,413/08
"Sri Lanka","Mobitel (Pvt) Limited (Mobitel)",0.01300,413/01
Sudan,"MTN Sudan (MTN)",0.03500,"634/02, 634/03"
Sudan,"Network of the World (Vivacell)",0.03000,634/05
Sudan,"Sudanese Mobile Telephone (Zain) Co. Ltd (Zain Sudan)",0.02700,634/01
Sudan,"Sudatel (Sudani)",0.03500,634/07
Suriname,"Digicel Suriname NV (Digicel Suriname NV)",0.03800,746/03
Suriname,"Telesur (TELESUR.GSM)",0.01300,"746/02, 746/01"
Swaziland,"Swazi MTN Limited (Swazi MTN Limited)",0.07088,653/10
Sweden,"AINMT Sverige SE (Netett Sverige AB)",0.05000,240/03
Sweden,"Barablu/Lycamobile (Barablu/Lycamobile)",0.05000,240/12
Sweden,"Generic Mobil Sys SE (Generic Mobile Systems Sweden AB)",0.05000,240/18
Sweden,"Gotalandsnatet SE (GÃ¶talandsnÃ¤tet AB)",0.05000,240/17
Sweden,"Hi3G Access AB (3)",0.05000,"240/02, 240/04"
Sweden,"MUNDIO MOBILE SE (Mundio Mobile (Sweden) Limited)",0.05000,240/19
Sweden,"MobiSir (Trafikverket ICT)",0.05000,240/21
Sweden,"SpinBox (TDC Sweden)",0.05000,240/14
Sweden,"Spring (Spring)",0.05000,240/10
Sweden,"Sweden - Other",0.0500,
Sweden,"Tele 2 AB (Tele2Comviq)",0.05000,240/07
Sweden,"Telenor Sverige AB (Telenor)",0.05000,"240/08, 240/09, 240/06"
Sweden,"TeliaSonera Mobile Networks AB Sweden (TeliaSonera)",0.05000,240/01
Sweden,"Ventelo (Alltele)",0.05000,240/13
Sweden,"Wireless Maingate SE (Wireless Maingate Nordic AB)",0.05000,"240/15, 240/20"
Switzerland,"BebbiCell AG CH (BebbiCell)",0.05400,228/51
Switzerland,"Orange Communications SA (Orange)",0.05400,"228/03, 228/53, 228/54"
Switzerland,"Sunrise Communications AG (Sunrise)",0.05400,"228/02, 228/08, 228/12"
Switzerland,"Swisscom (Switzerland) Ltd (Swisscom)",0.05400,"228/01, 228/99"
Switzerland,"Switzerland - Other",0.0540,
Syria,"MTN Syria (JSC) (MTN Syria)",0.04800,417/02
Syria,"Syriatel Mobile Telecom SA (SYRIATEL)",0.04800,417/01
Taiwan,"Asia Pacific Telecom Co. Ltd (APT) (APTG)",0.03400,466/05
Taiwan,"Chunghwa Telecom (Chunghwa Telecom)",0.03400,"466/92, 466/11"
Taiwan,"Far EasTone Telecommunications Co Ltd (Far EasTone)",0.04000,"466/01, 466/02, 466/03, 466/07, 466/88"
Taiwan,"Taiwan Mobile Co. Ltd (Taiwan Mobile)",0.03400,"466/97, 466/93, 466/99"
Taiwan,"Taiwan Star Company (VIBO)",0.01300,"466/89, 466/90"
Tajikistan,"CJSC Babilon-Mobile (Babilon-M)",0.01300,436/04
Tajikistan,"Indigo Tajikistan (Indigo Tajikistan)",0.04800,436/02
Tajikistan,"JV Somoncom (JV Somoncom)",0.04800,436/01
Tajikistan,"TT Mobile Closed joint-stock company (MegaFon)",0.05200,436/03
Tajikistan,"Tacom LLC (BEELINE TJ)",0.08000,436/05
Tanzania,"Airtel Tanzania Limited  (Airtel Tanzania)",0.01600,640/05
Tanzania,"MIC Tanzania Limited (Tigo)",0.01600,640/02
Tanzania,"Vodacom Tanzania Limited (Vodacom Tanzania Limited)",0.02500,640/04
Tanzania,"Zanzibar Telecom Ltd (ZANTEL)",0.01600,640/03
Thailand,"Advanced Info Service PLC (AIS GSM)",0.01600,"520/01, 520/03, 520/23"
Thailand,"TOT PLC (TOT Mobile)",0.01300,520/15
Thailand,"Total Access Communications Co (DTAC)",0.01300,"520/18, 520/05"
Thailand,"True Move Company Ltd (True Move)",0.01300,"520/00, 520/04, 520/99"
Timor,"PT Telekomunikasi Indonesia International (Tcell)",0.0860,514/01
Timor,"Timor - Other",0.0860,
Timor,"Timor Telecom (Timor Telecom)",0.04100,514/02
Timor,"Viettel Timor-Leste (Telemor)",0.0860,514/03
Togo,"Telecel Togo (ETISALAT)",0.01600,615/03
Togo,"Togo - Other",0.0450,
Togo,"Togo Telecom (TOGO CELL)",0.04800,615/01
Tonga,"Digicel (Tonga) Limited (Digicel (Tonga) Limited)",0.03200,"539/43, 539/88"
Tonga,"Tonga Communications Corporation (U-CALL)",0.03000,539/01
Trinidad&Tobago,"Digicel Trinidad & Tobago (Digicel)",0.04330,"374/13, 374/130"
Trinidad&Tobago,"LaqTel Communications Ltd (LaqTel)",0.0450,374/140
Trinidad&Tobago,"Telecommunications Services of Trinidad and Tobago Ltd (TSTT)",0.01000,374/12
Trinidad&Tobago,"Trinidad&Tobago - Other",0.0450,
Tunisia,"ORANGE TUNISIE SA (Orange Tunisie)",0.05700,605/01
Tunisia,"TUNISIANA S.A (TUNISIANA)",0.07500,605/03
Tunisia,"Tunisie Telecom (TUNTEL)",0.05700,"605/02, 605/06"
Turkey,"Avea Iletisim Hizmetleri A.S. (AVEA)",0.01300,286/03
Turkey,"Turkcell Iletisim Hizmetleri A.S. (Turkcell Iletisim Hizmetleri)",0.01300,286/01
Turkey,"Turkey - Other",0.0130,
Turkey,"Vodafone Telekomunikasyon A.S (Vodafone Turkey)",0.01300,286/02
Turkmenistan,"Altyn Asyr MC (Altyn Asyr)",0.07000,438/02
Turkmenistan,"Economy Society MTS Turkmenistan (MTS Turkmenistan)",0.07000,438/01
"Turks and Caicos Islands","Cable & Wireless (TCI) Ltd (LIME)",0.01000,376/350
"Turks and Caicos Islands","Digicel (Turks & Caicos) Limited (Digicel)",0.02700,338/050
"Turks and Caicos Islands","Islandcom Telecommunications (Islandcom)",0.05300,"376/360, 376/352"
UAE,"Emirates Integrated Telecommunications Company PJSC (Du)",0.02100,424/03
UAE,"Emirates Telecom Corp-ETISALAT (ETISALAT)",0.02100,424/02
UK,"British Telecom (BT)",0.04500,"234/00, 234/76, 234/77"
UK,"Cable & Wireless Guernsey Ltd (Cable & Wireless Guernsey Ltd (Sure))",0.04000,234/55
UK,"Fixed Line UK (Fixed Line UK)",0.0400,440/12
UK,"Hutchison 3G UK Ltd (3)",0.04000,"234/20, 234/39, 235/94"
UK,"Jersey Airtel Limited (Jersey Telenet)",0.04000,234/03
UK,"Jersey Telecom (JT-Wave)",0.04000,"234/50, 234/29"
UK,"Lleida.net Serveis Telematics Limited (Intelligent Network)",0.0400,234/99
UK,"Manx Telecom (Manx)",0.04000,234/58
UK,"Orange PCS Ltd (Orange)",0.04000,"234/33, 234/34"
UK,"T-Mobile EE Limited (EE T-Mobile )",0.04000,"234/08, 234/30, 234/38, 235/01, 235/02"
UK,"Telefonica O2 UK Limited (O2)",0.04000,"234/02, 234/10, 234/16, 234/26, 234/57"
UK,"Truphone Limited (Truphone)",0.04500,234/25
UK,"UK - Other",0.0400,
UK,"VODAFONE Ltd (vodafone)",0.04000,"234/07, 234/15, 234/27, 235/91, 235/92"
UK,"Wire9 Telecom Plc (Cloud9 Communications)",0.04500,234/18
USA,"Truphone Limited (Truphone )",0.00890,109/14
Uganda,"Airtel Uganda Limited (Airtel Uganda)",0.02500,641/01
Uganda,"MTN Uganda Ltd (MTN-UGANDA)",0.03500,641/10
Uganda,"Orange Uganda Limited (Orange Uganda Limited)",0.01300,641/14
Uganda,"Uganda Telecom Ltd (Uganda Telecom)",0.01300,641/11
Uganda,"Warid Telecom Uganda Limited (Warid Telecom Uganda)",0.04000,641/22
Ukraine,"Astelit LLC (life:))",0.04500,255/06
Ukraine,"Golden Telecom LLC (GOLDEN TELECOM)",0.04500,255/05
Ukraine,"International Telecommunication Company (International Telecommunication Company)",0.04500,255/04
Ukraine,"Kyivstar Private Joint Stock Company (KYIVSTAR)",0.04500,"255/03, 255/02"
Ukraine,"MTS Ukraine (MTS UKR)",0.04500,255/01
Ukraine,"Telesystems of Ukraine (PEOPLEnet)",0.04500,255/21
Ukraine,"TriMob LLC (TriMob)",0.04500,255/07
Uruguay,"AM Wireless Uruguay S.A. (CLARO URUGUAY)",0.03500,748/10
Uruguay,"Antel (Antel)",0.04800,748/01
Uruguay,"Telefonica Moviles Del Uruguay (MOVISTAR)",0.03500,748/07
Uzbekistan,"FE 'Uzdunrobita' Ltd (Uzdunrobita GSM)",0.06800,434/07
Uzbekistan,"FE Coscom (Ucell)",0.07000,434/05
Uzbekistan,"Unitel LLC (Beeline)",0.07000,434/04
Vanuatu,"Digicel (Vanuatu) Ltd (Digicel)",0.02800,541/05
Vanuatu,"TELECOM VANUATU LIMITED (SMILE)",0.09000,541/01
Venezuela,"Corporacion Digitel C.A. (DIGITEL GSM)",0.02500,"734/02, 734/01"
Venezuela,"Telcel C.A. (Movistar)",0.01400,734/04
Venezuela,"Telecomunicaciones Movilnet C.A. (Telecomunicaciones Movilnet)",0.01400,734/06
Vietnam,"Beeline NV (GTEL Mobile)",0.02000,452/07
Vietnam,"Hanoi Telecom Joint Stock Company (Vietnamobile)",0.04500,452/05
Vietnam,"Vietnam Mobile Telecom Services Company (Mobifone)",0.05100,452/01
Vietnam,"Vietnam S-Telecom (S-Telecom)",0.04000,452/03
Vietnam,"Vietnam Telecom Services Company  (VINAPHONE)",0.04100,452/02
Vietnam,"Viettel Corporation (Viettel Mobile)",0.03500,452/04
Yemen,"HiTS-UNITEL (Y)",0.01300,421/04
Yemen,"Spacetel - Yemen (MTN)",0.01300,421/02
Yemen,"Yemen Mobile (Yemen Mobile)",0.05300,421/03
Yemen,"Yemen Mobile Phone Company - Sabafon (Yemen Company for Mobile Telephony)",0.03800,421/01
Zambia,"Celtel Zambia Limited (Airtel Zambia)",0.02500,645/01
Zambia,"MTN (Zambia) Ltd (MTN ZAMBIA)",0.02200,645/02
Zambia,"Zambia Telecommunications Company Ltd (ZAMTEL)",0.01800,645/03
Zimbabwe,"Econet Wireless (Private) Limited (ECONET)",0.05300,648/04
Zimbabwe,"Net*One Cellular (Pvt) Ltd (Net*One Cellular)",0.01600,648/01
Zimbabwe,"Telecel Zimbabwe (PVT) Ltd (TELECEL)",0.05000,648/03
Zimbabwe,"Zimbabwe - Other",0.0700,
